Index, Current Heading, Target Heading
872, 0.0495, -0.0941, 
873, 0.0292, -0.1283, 
874, 0.0105, -0.1615, 
875, -0.0062, -0.1961, 
876, -0.0256, -0.1384, 
877, -0.0392, -0.1584, 
878, -0.0514, -0.1709, 
879, -0.0643, -0.1900, 
880, -0.0755, -0.2023, 
881, -0.0863, -0.2220, 
882, -0.0974, -0.2341, 
883, -0.1084, -0.2529, 
884, -0.1172, -0.3396, 
885, -0.1251, -0.2778, 
886, -0.1337, -0.2902, 
887, -0.1428, -0.4011, 
888, -0.1508, -0.3224, 
889, -0.1612, -0.3414, 
890, -0.1711, -0.3537, 
891, -0.1802, -0.3738, 
892, -0.1896, -0.3091, 
893, -0.2009, -0.3235, 
894, -0.2127, -0.4272, 
895, -0.2230, -0.3482, 
896, -0.2355, -0.4621, 
897, -0.2481, -0.4850, 
898, -0.2608, -0.4996, 
899, -0.2716, -0.1388, 
900, -0.2840, -0.1862, 
901, -0.2946, -0.1538, 
902, -0.3066, -0.1630, 
903, -0.3174, -0.1687, 
904, -0.3280, -0.1785, 
905, -0.3375, -0.1882, 
906, -0.3464, -0.2523, 
907, -0.3539, -0.2044, 
908, -0.3585, -0.1725, 
909, -0.3605, -0.1797, 
910, -0.3604, -0.1842, 
911, -0.3586, -0.1903, 
912, -0.3553, -0.1941, 
913, -0.3509, -0.2516, 
914, -0.3453, -0.2566, 
915, -0.3395, -0.2028, 
916, -0.3320, -0.2050, 
917, -0.3255, -0.2059, 
918, -0.3177, -0.2065, 
919, -0.3102, -0.2066, 
920, -0.3028, -0.2050, 
921, -0.2965, -0.2038, 
922, -0.2904, -0.2008, 
923, -0.2856, -0.1987, 
924, -0.2814, -0.1949, 
925, -0.2770, -0.1908, 
926, -0.2737, -0.1881, 
927, -0.2705, -0.1855, 
928, -0.2667, -0.1811, 
929, -0.2631, -0.1763, 
930, -0.2591, -0.1734, 
931, -0.2544, -0.1007, 
932, -0.2501, -0.0956, 
933, -0.2451, -0.0923, 
934, -0.2395, -0.0867, 
935, -0.2342, -0.0829, 
936, -0.2268, -0.0765, 
937, -0.2220, -0.0719, 
938, -0.2159, -0.0644, 
939, -0.2103, -0.0593, 
940, -0.2049, -0.0539, 
941, -0.1982, -0.0484, 
942, -0.1918, -0.0387, 
943, -0.1847, -0.0326, 
944, -0.1782, -0.0259, 
945, -0.1701, -0.0151, 
946, -0.1638, -0.0075, 
947, -0.1562, -0.2707, 
948, -0.1484, -0.2661, 
949, -0.1407, -0.2634, 
950, -0.1337, -0.2605, 
951, -0.1252, -0.2553, 
952, -0.1174, -0.2521, 
953, -0.1107, -0.2456, 
954, -0.1050, -0.2415, 
955, -0.1000, -0.1404, 
956, -0.0975, -0.1360, 
957, -0.0964, -0.1290, 
958, -0.0971, -0.1581, 
959, -0.1004, -0.1181, 
960, -0.1045, -0.1124, 
961, -0.1097, -0.1088, 
962, -0.1165, -0.1045, 
963, -0.1225, -0.1020, 
964, -0.1283, -0.0996, 
965, -0.1330, -0.0983, 
966, -0.1374, -0.0973, 
967, -0.1401, -0.0968, 
968, -0.1424, -0.0965, 
969, -0.1429, -0.0963, 
970, -0.1424, -0.0961, 
971, -0.1403, -0.0958, 
972, -0.1375, -0.0946, 
973, -0.1338, -0.0925, 
974, -0.1299, -0.0909, 
975, -0.1258, -0.0873, 
976, -0.1211, -0.0496, 
977, -0.1175, -0.0458, 
978, -0.1144, -0.0414, 
979, -0.1122, -0.0386, 
980, -0.1104, -0.0340, 
981, -0.1090, -0.0293, 
982, -0.1080, -0.0262, 
983, -0.1069, -0.0217, 
984, -0.1058, -0.0171, 
985, -0.1043, -0.0127, 
986, -0.1020, -0.0081, 
987, -0.0992, -0.0035, 
988, -0.0956, -0.2605, 
989, -0.0920, -0.2624, 
990, -0.0875, -0.2649, 
991, -0.0827, -0.2668, 
992, -0.0772, -0.2691, 
993, -0.0723, -0.2707, 
994, -0.0675, -0.2722, 
995, -0.0637, -0.2733, 
996, -0.0616, -0.1669, 
997, -0.0612, -0.1655, 
998, -0.0632, -0.1634, 
999, -0.0676, -0.1616, 
1000, -0.0746, -0.1602, 
1001, -0.0838, -0.1593, 
1002, -0.0946, -0.1597, 
1003, -0.1063, -0.1612, 
1004, -0.1183, -0.1643, 
1005, -0.1299, -0.1662, 
1006, -0.1420, -0.1738, 
1007, -0.1504, -0.1777, 
1008, -0.1584, -0.1846, 
1009, -0.1639, -0.1521, 
1010, -0.1677, -0.1574, 
1011, -0.1699, -0.2088, 
1012, -0.1704, -0.2166, 
1013, -0.1699, -0.2243, 
1014, -0.1689, -0.2292, 
1015, -0.1675, -0.2359, 
1016, -0.1661, -0.1458, 
1017, -0.1653, -0.1468, 
1018, -0.1651, -0.1480, 
1019, -0.1658, -0.1489, 
1020, -0.1676, -0.1497, 
1021, -0.1707, -0.1507, 
1022, -0.1742, -0.1512, 
1023, -0.1784, -0.1527, 
1024, -0.1829, -0.1546, 
1025, -0.1873, -0.1581, 
1026, -0.1905, -0.1275, 
1027, -0.1931, -0.1630, 
1028, -0.1948, -0.1677, 
1029, -0.1951, -0.1713, 
1030, -0.1942, -0.1747, 
1031, -0.1924, -0.1780, 
1032, -0.1897, -0.1808, 
1033, -0.1855, -0.1834, 
1034, -0.1815, -0.1112, 
1035, -0.1778, -0.1102, 
1036, -0.1746, -0.1087, 
1037, -0.1714, -0.1077, 
1038, -0.1692, -0.1055, 
1039, -0.1669, -0.1040, 
1040, -0.1654, -0.1015, 
1041, -0.1642, -0.0998, 
1042, -0.1630, -0.0971, 
1043, -0.1617, -0.0946, 
1044, -0.1604, -0.0920, 
1045, -0.1586, -0.0894, 
1046, -0.1565, -0.0867, 
1047, -0.1536, -0.0839, 
1048, -0.1498, -0.0808, 
1049, -0.1454, -0.0774, 
1050, -0.1406, -0.0733, 
1051, -0.1354, -0.0688, 
1052, -0.1307, -0.0631, 
1053, -0.1249, -0.0341, 
1054, -0.1189, -0.0295, 
1055, -0.1137, -0.0245, 
1056, -0.1016, -0.0113, 
1057, -0.0968, -0.0052, 
1058, -0.0930, -0.0011, 
1059, -0.0894, -0.2287, 
1060, -0.0859, -0.2285, 
1061, -0.0818, -0.2281, 
1062, -0.0782, -0.2280, 
1063, -0.0744, -0.2276, 
1064, -0.0710, -0.2276, 
1065, -0.0676, -0.2272, 
1066, -0.0651, -0.2266, 
1067, -0.0638, -0.2260, 
1068, -0.0642, -0.2253, 
1069, -0.0661, -0.2250, 
1070, -0.0706, -0.2248, 
1071, -0.0760, -0.2256, 
1072, -0.0826, -0.1363, 
1073, -0.0907, -0.1357, 
1074, -0.1008, -0.1359, 
1075, -0.1110, -0.1371, 
1076, -0.1215, -0.1393, 
1077, -0.1326, -0.1421, 
1078, -0.1414, -0.1442, 
1079, -0.1506, -0.1488, 
1080, -0.1571, -0.1541, 
1081, -0.1626, -0.1600, 
1082, -0.1661, -0.1639, 
1083, -0.1684, -0.1701, 
1084, -0.1696, -0.1740, 
1085, -0.1698, -0.1800, 
1086, -0.1693, -0.1837, 
1087, -0.1681, -0.1888, 
1088, -0.1667, -0.1935, 
1089, -0.1654, -0.1964, 
1090, -0.1644, -0.2002, 
1091, -0.1641, -0.2038, 
1092, -0.1644, -0.1237, 
1093, -0.1656, -0.1239, 
1094, -0.1675, -0.1239, 
1095, -0.1701, -0.1242, 
1096, -0.1732, -0.1246, 
1097, -0.1768, -0.1253, 
1098, -0.1799, -0.1265, 
1099, -0.1829, -0.1278, 
1100, -0.1851, -0.1288, 
1101, -0.1863, -0.1308, 
1102, -0.1866, -0.1327, 
1103, -0.1858, -0.1346, 
1104, -0.1839, -0.1359, 
1105, -0.1811, -0.1373, 
1106, -0.1780, -0.1381, 
1107, -0.1751, -0.1384, 
1108, -0.1712, -0.1386, 
1109, -0.1674, -0.1378, 
1110, -0.1639, -0.1371, 
1111, -0.1599, -0.0813, 
1112, -0.1573, -0.0795, 
1113, -0.1544, -0.0777, 
1114, -0.1519, -0.0746, 
1115, -0.1500, -0.0712, 
1116, -0.1485, -0.0690, 
1117, -0.1472, -0.0656, 
1118, -0.1458, -0.0621, 
1119, -0.1444, -0.0600, 
1120, -0.1423, -0.0567, 
1121, -0.1397, -0.0532, 
1122, -0.1369, -0.0509, 
1123, -0.1328, -0.0472, 
1124, -0.1281, -0.0429, 
1125, -0.1236, -0.0400, 
1126, -0.1183, -0.0348, 
1127, -0.1123, -0.0287, 
1128, -0.1061, -0.0248, 
1129, -0.0998, -0.0176, 
1130, -0.0937, -0.0093, 
1131, -0.0883, -0.0002, 
1132, -0.0827, -0.1949, 
1133, -0.0784, -0.1932, 
1134, -0.0747, -0.1922, 
1135, -0.0705, -0.1912, 
1136, -0.0666, -0.1903, 
1137, -0.0633, -0.1886, 
1138, -0.0600, -0.1876, 
1139, -0.0578, -0.1858, 
1140, -0.0566, -0.1846, 
1141, -0.0562, -0.1834, 
1142, -0.0572, -0.1817, 
1143, -0.0595, -0.1806, 
1144, -0.0626, -0.1797, 
1145, -0.0677, -0.1790, 
1146, -0.0733, -0.1793, 
1147, -0.0798, -0.1806, 
1148, -0.0872, -0.1814, 
1149, -0.0941, -0.1844, 
1150, -0.1001, -0.1867, 
1151, -0.1063, -0.1918, 
1152, -0.1126, -0.1951, 
1153, -0.1185, -0.2014, 
1154, -0.1237, -0.3147, 
1155, -0.1286, -0.3215, 
1156, -0.1326, -0.1290, 
1157, -0.1364, -0.1320, 
1158, -0.1400, -0.1339, 
1159, -0.1436, -0.1370, 
1160, -0.1468, -0.1389, 
1161, -0.1502, -0.1407, 
1162, -0.1548, -0.1424, 
1163, -0.1590, -0.1444, 
1164, -0.1634, -0.1478, 
1165, -0.1678, -0.1501, 
1166, -0.1714, -0.1545, 
1167, -0.1751, -0.1573, 
1168, -0.1778, -0.1621, 
1169, -0.1796, -0.1672, 
1170, -0.1806, -0.1705, 
1171, -0.1808, -0.1755, 
1172, -0.1804, -0.1787, 
1173, -0.1794, -0.1834, 
1174, -0.1783, -0.1863, 
1175, -0.1770, -0.1903, 
1176, -0.1756, -0.3080, 
1177, -0.1746, -0.3125, 
1178, -0.1739, -0.3154, 
1179, -0.1735, -0.3183, 
1180, -0.1735, -0.3226, 
1181, -0.1743, -0.3255, 
1182, -0.1760, -0.3301, 
1183, -0.1784, -0.3348, 
1184, -0.1822, -0.3378, 
1185, -0.1865, -0.3433, 
1186, -0.1907, -0.3471, 
1187, -0.1954, -0.3512, 
1188, -0.2011, -0.3555, 
1189, -0.2080, -0.3600, 
1190, -0.2153, -0.3681, 
1191, -0.2224, -0.3737, 
1192, -0.2294, -0.3798, 
1193, -0.2372, -0.3861, 
1194, -0.2445, -0.3977, 
1195, -0.2521, -0.5122, 
1196, -0.2607, -0.5234, 
1197, -0.2673, -0.4263, 
1198, -0.2751, -0.4500, 
1199, -0.2827, -0.5517, 
1200, -0.2907, -0.4646, 
1201, -0.2982, -0.4705, 
1202, -0.3061, -0.4803, 
1203, -0.3152, -0.4863, 
1204, -0.3251, -0.4963, 
1205, -0.3347, -0.5028, 
1206, -0.3466, -0.5138, 
1207, -0.3578, -0.5253, 
1208, -0.3714, -0.5952, 
1209, -0.3822, -0.6020, 
1210, -0.3947, -0.4598, 
1211, -0.4070, -0.6250, 
1212, -0.4178, -0.4763, 
1213, -0.4260, -0.4833, 
1214, -0.4349, -0.4902, 
1215, -0.4418, -0.4976, 
1216, -0.4502, -0.5048, 
1217, -0.4589, -0.6411, 
1218, -0.4673, -0.6522, 
1219, -0.4738, -0.6638, 
1220, -0.4805, -0.5969, 
1221, -0.4870, -0.6075, 
1222, -0.4924, -0.6144, 
1223, -0.4988, -0.6210, 
1224, -0.5045, -0.6277, 
1225, -0.5110, -0.6379, 
1226, -0.5188, -0.6442, 
1227, -0.5266, -0.6546, 
1228, -0.5341, -0.6612, 
1229, -0.5432, -0.6714, 
1230, -0.5518, -0.6825, 
1231, -0.5601, -0.6895, 
1232, -0.5685, -0.7010, 
1233, -0.5782, -0.7130, 
1234, -0.5873, -0.7207, 
1235, -0.5967, -0.7330, 
1236, -0.6058, -0.7462, 
1237, -0.6146, -0.7544, 
1238, -0.6225, -0.7679, 
1239, -0.6296, -0.7768, 
1240, -0.6362, -0.7914, 
1241, -0.6409, -0.7955, 
1242, -0.6467, -0.8050, 
1243, -0.6538, -0.8202, 
1244, -0.6598, -0.8301, 
1245, -0.6673, -0.8399, 
1246, -0.6742, -0.8500, 
1247, -0.6808, -0.8605, 
1248, -0.6890, -0.8770, 
1249, -0.6969, -0.8880, 
1250, -0.7041, -0.8996, 
1251, -0.7136, -0.9110, 
1252, -0.7221, -0.9307, 
1253, -0.7330, -0.7512, 
1254, -0.7440, -0.7600, 
1255, -0.7537, -0.7695, 
1256, -0.7634, -0.7754, 
1257, -0.7763, -0.7847, 
1258, -0.7859, -0.7951, 
1259, -0.7956, -0.8015, 
1260, -0.8054, -0.8121, 
1261, -0.8130, -0.8236, 
1262, -0.8200, -0.8308, 
1263, -0.8261, -0.5897, 
1264, -0.8307, -0.5935, 
1265, -0.8336, -0.5957, 
1266, -0.8356, -0.5987, 
1267, -0.8365, -0.6004, 
1268, -0.8366, -0.6018, 
1269, -0.8361, -0.6031, 
1270, -0.8349, -0.6041, 
1271, -0.8329, -0.6050, 
1272, -0.8293, -0.6058, 
1273, -0.8253, -0.6061, 
1274, -0.8194, -0.6063, 
1275, -0.8122, -0.6062, 
1276, -0.8035, -0.6050, 
1277, -0.7936, -0.6025, 
1278, -0.7839, -0.6008, 
1279, -0.7739, -0.5986, 
1280, -0.7632, -0.5936, 
1281, -0.7522, -0.5873, 
1282, -0.7418, -0.5832, 
1283, -0.7315, -0.5755, 
1284, -0.7225, -0.5702, 
1285, -0.7134, -0.5606, 
1286, -0.7053, -0.5544, 
1287, -0.6967, -0.5440, 
1288, -0.6880, -0.5328, 
1289, -0.6801, -0.5256, 
1290, -0.6709, -0.5139, 
1291, -0.6623, -0.5009, 
1292, -0.6530, -0.4781, 
1293, -0.6452, -0.4727, 
1294, -0.6392, -0.4668, 
1295, -0.6310, -0.4574, 
1296, -0.6241, -0.4511, 
1297, -0.6170, -0.4447, 
1298, -0.6092, -0.4382, 
1299, -0.6009, -0.4316, 
1300, -0.5920, -0.4248, 
1301, -0.5829, -0.4137, 
1302, -0.5738, -0.4064, 
1303, -0.5656, -0.3987, 
1304, -0.5571, -0.5677, 
1305, -0.5480, -0.5628, 
1306, -0.5399, -0.5577, 
1307, -0.5309, -0.5494, 
1308, -0.5220, -0.5441, 
1309, -0.5127, -0.5351, 
1310, -0.5048, -0.4375, 
1311, -0.4971, -0.4278, 
1312, -0.4910, -0.4214, 
1313, -0.4859, -0.4148, 
1314, -0.4814, -0.4044, 
1315, -0.4784, -0.4872, 
1316, -0.4765, -0.4808, 
1317, -0.4751, -0.4713, 
1318, -0.4738, -0.4654, 
1319, -0.4722, -0.4571, 
1320, -0.4702, -0.4489, 
1321, -0.4686, -0.4436, 
1322, -0.4662, -0.4384, 
1323, -0.4638, -0.4331, 
1324, -0.4613, -0.4276, 
1325, -0.4583, -0.4220, 
1326, -0.4552, -0.4356, 
1327, -0.4519, -0.4305, 
1328, -0.4488, -0.4270, 
1329, -0.4459, -0.4214, 
1330, -0.4438, -0.4177, 
1331, -0.4417, -0.4140, 
1332, -0.4398, -0.4103, 
1333, -0.4380, -0.4066, 
1334, -0.4364, -0.4010, 
1335, -0.4351, -0.3973, 
1336, -0.4338, -0.3937, 
1337, -0.4323, -0.3881, 
1338, -0.4305, -0.3828, 
1339, -0.4287, -0.3793, 
1340, -0.4269, -0.3757, 
1341, -0.4250, -0.3721, 
1342, -0.4231, -0.3684, 
1343, -0.4206, -0.3624, 
1344, -0.4179, -0.3586, 
1345, -0.4153, -0.3545, 
1346, -0.4126, -0.3480, 
1347, -0.4096, -0.3436, 
1348, -0.4066, -0.3390, 
1349, -0.4035, -0.3314, 
1350, -0.4009, -0.3263, 
1351, -0.3983, -0.3209, 
1352, -0.3959, -0.3153, 
1353, -0.3933, -0.3096, 
1354, -0.3906, -0.1848, 
1355, -0.3879, -0.1793, 
1356, -0.3851, -0.1738, 
1357, -0.3822, -0.1681, 
1358, -0.3797, -0.1654, 
1359, -0.3761, -0.1596, 
1360, -0.3724, -0.1536, 
1361, -0.3676, -0.1440, 
1362, -0.3627, -0.1377, 
1363, -0.3572, -0.1313, 
1364, -0.3509, -0.1246, 
1365, -0.3435, -0.1177, 
1366, -0.3349, -0.1106, 
1367, -0.3267, -0.1029, 
1368, -0.3181, -0.0947, 
1369, -0.3085, -0.0861, 
1370, -0.2965, -0.0720, 
1371, -0.2872, -0.0619, 
1372, -0.2762, -0.0517, 
1373, -0.2671, -0.0406, 
1374, -0.2574, -0.0291, 
1375, -0.2467, -0.0098, 
1376, -0.2369, 0.0028, 
1377, -0.2265, 0.0157, 
1378, -0.2160, 0.0367, 
1379, -0.2066, 0.0508, 
1380, -0.1966, 0.0653, 
1381, -0.1856, 0.0894, 
1382, -0.1782, 0.0962, 
1383, -0.1705, 0.1130, 
1384, -0.1627, 0.0726, 
1385, -0.1539, 0.0824, 
1386, -0.1444, 0.0924, 
1387, -0.1339, 0.1025, 
1388, -0.1231, 0.1129, 
1389, -0.1121, 0.1235, 
1390, -0.1010, 0.1345, 
1391, -0.0913, 0.1460, 
1392, -0.0811, 0.1578, 
1393, -0.0692, 0.1696, 
1394, -0.0593, 0.1820, 
1395, -0.0487, 0.1946, 
1396, -0.0383, 0.2075, 
1397, -0.0280, 0.2207, 
1398, -0.0170, 0.2339, 
1399, -0.0069, 0.1994, 
1400, 0.0044, 0.2098, 
1401, 0.0146, 0.2204, 
1402, 0.0270, 0.2309, 
1403, 0.0382, 0.2478, 
1404, 0.0501, 0.2587, 
1405, 0.0629, 0.2697, 
1406, 0.0737, 0.2812, 
1407, 0.0865, 0.2999, 
1408, 0.0979, 0.3119, 
1409, 0.1117, 0.3237, 
1410, 0.1239, 0.3431, 
1411, 0.1346, 0.3560, 
1412, 0.1456, 0.2996, 
1413, 0.1571, 0.3156, 
